lambda_in (m),xAbs1,xabs2,xAbs3,xAbs4
0.00000064,2.9781E-23,3.0456E-23,1.7733E-24,1.7071E-24
0.000000645,3.0424E-23,3.1108E-23,1.5738E-24,1.5304E-24
0.00000065,3.1416E-23,3.2104E-23,1.4077E-24,1.3846E-24
0.000000655,3.2919E-23,3.3606E-23,1.2739E-24,1.2684E-24
0.00000066,3.516E-23,3.5844E-23,1.171E-24,1.1807E-24
0.000000665,3.7996E-23,3.8674E-23,1.0862E-24,1.1086E-24
0.00000067,4.128E-23,4.1953E-23,1.0104E-24,1.0433E-24
0.000000675,4.5117E-23,4.5783E-23,9.4272E-25,9.8396E-25
0.00000068,4.9639E-23,5.03E-23,8.822E-25,9.3007E-25
0.000000685,5.5017E-23,5.5675E-23,8.2818E-25,8.812E-25
0.00000069,6.1485E-23,6.2141E-23,7.7997E-25,8.3687E-25
0.000000695,6.9359E-23,7.0017E-23,7.3698E-25,7.9671E-25
0.0000007,7.9071E-23,7.9735E-23,6.9869E-25,7.604E-25
0.000000705,9.1227E-23,9.1904E-23,6.6467E-25,7.2764E-25
0.00000071,1.0661E-22,1.073E-22,6.3463E-25,6.9829E-25
0.000000715,1.263E-22,1.2702E-22,6.0813E-25,6.7202E-25
0.00000072,1.5187E-22,1.5263E-22,5.845E-25,6.4825E-25
0.000000725,1.8565E-22,1.8647E-22,5.6329E-25,6.2659E-25
0.00000073,2.311E-22,2.3198E-22,5.4404E-25,6.0667E-25
0.000000735,2.934E-22,2.9439E-22,5.2637E-25,5.8813E-25
0.00000074,3.8027E-22,3.8139E-22,5.0993E-25,5.7068E-25
0.000000745,5.0279E-22,5.0409E-22,4.9445E-25,5.5408E-25
0.00000075,6.7369E-22,6.7523E-22,4.7969E-25,5.3812E-25
0.000000755,8.9692E-22,8.9873E-22,4.654E-25,5.2257E-25
0.00000076,1.1382E-21,1.1403E-21,4.518E-25,5.0768E-25
0.000000765,1.2905E-21,1.2926E-21,4.3936E-25,4.9391E-25
0.00000077,1.2465E-21,1.2483E-21,4.2794E-25,4.8117E-25
0.000000775,1.0443E-21,1.0457E-21,4.1731E-25,4.6923E-25
0.00000078,8.0785E-22,8.0883E-22,4.0735E-25,4.5796E-25
0.000000785,6.0944E-22,6.1013E-22,3.9789E-25,4.472E-25
0.00000079,4.6236E-22,4.6285E-22,3.8881E-25,4.3684E-25
0.000000795,3.5684E-22,3.5719E-22,3.8001E-25,4.2679E-25
0.0000008,2.8111E-22,2.8138E-22,3.7139E-25,4.1694E-25
