lambda_in (m),xAbs1,xAbs2,xAbs3,xAbs4
0.000000595,3.519E-23,3.5595E-23,5.5618E-24,5.2368E-24
0.0000006,3.6554E-23,3.7027E-23,4.856E-24,4.5575E-24
0.000000605,3.8262E-23,3.8804E-23,4.257E-24,3.9869E-24
0.00000061,4.0298E-23,4.0909E-23,3.7457E-24,3.5055E-24
0.000000615,4.2634E-23,4.3312E-23,3.3071E-24,3.0978E-24
0.00000062,4.5216E-23,4.5956E-23,2.9251E-24,2.7466E-24
0.000000625,4.8004E-23,4.8802E-23,2.5823E-24,2.4342E-24
0.00000063,5.1104E-23,5.1954E-23,2.2765E-24,2.1576E-24
0.000000635,5.4691E-23,5.5587E-23,2.0072E-24,1.9157E-24
0.00000064,5.9008E-23,5.9946E-23,1.7733E-24,1.7071E-24
0.000000645,6.443E-23,6.5406E-23,1.5738E-24,1.5304E-24
0.00000065,7.152E-23,7.2532E-23,1.4077E-24,1.3846E-24
0.000000655,8.11E-23,8.215E-23,1.2739E-24,1.2684E-24
0.00000066,9.4475E-23,9.557E-23,1.171E-24,1.1807E-24
0.000000665,1.124E-22,1.1355E-22,1.0862E-24,1.1086E-24
0.00000067,1.3604E-22,1.3725E-22,1.0104E-24,1.0433E-24
0.000000675,1.6797E-22,1.6927E-22,9.4272E-25,9.8396E-25
0.00000068,2.123E-22,2.1371E-22,8.822E-25,9.3007E-25
0.000000685,2.7549E-22,2.7706E-22,8.2818E-25,8.812E-25
0.00000069,3.6782E-22,3.696E-22,7.7997E-25,8.3687E-25
0.000000695,5.0405E-22,5.061E-22,7.3698E-25,7.9671E-25
0.0000007,6.9801E-22,7.0038E-22,6.9869E-25,7.604E-25
0.000000705,9.3342E-22,9.3606E-22,6.6467E-25,7.2764E-25
0.00000071,1.1039E-21,1.1065E-21,6.3463E-25,6.9829E-25
0.000000715,1.0674E-21,1.0695E-21,6.0813E-25,6.7202E-25
0.00000072,8.6089E-22,8.6227E-22,5.845E-25,6.4825E-25
0.000000725,6.3438E-22,6.3523E-22,5.6329E-25,6.2659E-25
0.00000073,4.5946E-22,4.5998E-22,5.4404E-25,6.0667E-25
0.000000735,3.3812E-22,3.3845E-22,5.2637E-25,5.8813E-25
0.00000074,2.5541E-22,2.5562E-22,5.0993E-25,5.7068E-25
0.000000745,1.9805E-22,1.982E-22,4.9445E-25,5.5408E-25
0.00000075,1.5726E-22,1.5737E-22,4.7969E-25,5.3812E-25
0.000000755,1.275E-22,1.2759E-22,4.654E-25,5.2257E-25
0.00000076,1.0527E-22,1.0534E-22,4.518E-25,5.0768E-25
0.000000765,8.8371E-23,8.843E-23,4.3936E-25,4.9391E-25
0.00000077,7.5263E-23,7.5315E-23,4.2794E-25,4.8117E-25
0.000000775,6.4942E-23,6.4989E-23,4.1731E-25,4.6923E-25
0.00000078,5.6642E-23,5.6686E-23,4.0735E-25,4.5796E-25
0.000000785,4.9857E-23,4.9899E-23,3.9789E-25,4.472E-25
0.00000079,4.4247E-23,4.4288E-23,3.8881E-25,4.3684E-25
0.000000795,3.9542E-23,3.958E-23,3.8001E-25,4.2679E-25
0.0000008,3.5552E-23,3.559E-23,3.7139E-25,4.1694E-25
